,clean_tweet,label,agreement
7850,"('know', 'anyone', 'ebola', 'measles')",0.0,1.0
125,"('hope', 'measles')",0.0,1.0
825,"('free', 'vaccines', 'kids', 'low', 'income', 'homes', 'check', 'health', 'dist', 'find', 'one', 'near')",1.0,1.0
4558,"('white', 'house', 'science', 'indicates', 'parents', 'vaccinate', 'kids')",1.0,1.0
8806,"('long', 'day', 'turned', 'longer', 'animal', 'hospital', 'poor', 'pug', 'vaccinations', 'today', 'swollen', 'im', 'crying', 'baby')",1.0,1.0
1401,"('attacks', 'vaccination', 'teams', 'continue', 'pakistan', 'found', 'dead')",0.0,0.6666666666666666
258,"('allow', 'interrupt', 'rq', 'vaccines', 'way', 'shape', 'form', 'related', 'autism')",1.0,1.0
3590,"('pennsylvania', 'health', 'leaders', 'discuss', 'measles', 'outbreak')",0.0,1.0
3145,"('chart', 'proves', 'effective', 'site', 'u', 'linked')",1.0,1.0
1617,"('measles', 'cases', 'tied', 'disneyland', 'illinois', 'day', 'care', 'health', 'officials', 'say', 'number', 'us', 'measles', 'cases')",0.0,1.0
4880,"('killed', 'measles', 'heartwrenching', 'story', 'last', 'michigan', 'death', 'yearold', 'tammy', 'bowman')",0.0,1.0
9604,"('theire', 'read', 'diseases', 'hope', 'nightmare', 'end', 'soon', 'amp', 'many')",0.0,1.0
4147,"('cdc', 'says', 'flu', 'shot', 'less', 'effective', 'health', 'officials', 'push', 'hoosiers', 'vaccinated')",0.0,1.0
7474,"('partner', 'champion', 'access', 'lifesaving', 'vaccines', 'children', 'around', 'world')",0.0,0.6666666666666666
5850,"('elissas', 'juice', 'contains', 'new', 'hot', 'ingredient')",0.0,1.0
3750,"('suggest', 'new', 'round', 'mmr', 'shots', 'mumps', 'nhl', 'problem', 'control')",1.0,0.6666666666666666
5955,"('shld', 'put', 'statement', 'shameful', 'tells', 'fb', 'followers', 'worry', 'measles')",-1.0,0.3333333333333333
5027,"('measles', 'outbreak', 'grows', 'cases', 'across', 'states')",0.0,1.0
8278,"('believe', 'early', 'childhood', 'vaccinations', 'cause', 'autism', 'power', 'baseless', 'fear')",1.0,0.6666666666666666
7769,"('dr', 'tom', 'frieden', 'vaccines', 'prevent', 'measles', 'disease', 'future')",1.0,1.0
6335,"('chillin', 'clinic', 'big', 'poor', 'baby', 'know', 'know', 'didnt', 'want')",1.0,1.0
3964,"('many', 'people', 'listen', 'bimbo', 'jenny', 'mccarthy', 'vaccine', 'children')",1.0,1.0
4663,"('walked', 'around', 'disneyland', 'awhile', 'tonight', 'trying', 'measles')",-1.0,0.3333333333333333
7167,"('people', 'dont', 'vaccinate', 'kids', 'shouldnt', 'kids')",1.0,1.0
4467,"('born', 'considered', 'immune', 'measles', 'even', 'though', 'may', 'never', 'disease')",0.0,0.6666666666666666
9348,"('average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health')",0.0,0.6666666666666666
9258,"('texas', 'republican', 'calls', 'limiting', 'vaccine', 'exemptions')",1.0,0.6666666666666666
6344,"('dont', 'even', 'know', 'whats', 'vaccines', 'argue', 'fact', 'diseases', 'men', 'women', 'rising', 'rising')",-1.0,1.0
7988,"('lol', 'little', 'public', 'health', 'humor', 'future', 'epidemiologist', 'natural', 'immunity', 'best')",1.0,0.6666666666666666
9599,"('bbc', 'news', 'nigeria', 'polio', 'vaccinators', 'shot', 'dead', 'kano')",0.0,0.6666666666666666
4686,"('rand', 'paul', 'make', 'children', 'property', 'argument', 'vaccines', 'accept', 'abortion', 'cognitive', 'dissonance', 'burns')",0.0,0.6666666666666666
7801,"('wa', 'allows', 'vaccine', 'exemptions', 'medical', 'personal', 'religious', 'beliefs', 'think', 'personal', 'removed', 'lawmaker', 'says', 'yes')",-1.0,0.3333333333333333
4577,"('thought', 'whooping', 'cough', 'something', 'texas', 'aggies', 'vaccinate', 'kids')",1.0,1.0
9644,"('shut', 'vaccinations', 'vaccinate', 'kids', 'wanna', 'know', 'diphtheria', 'pertussis', 'whooping', 'cough')",1.0,1.0
6073,"('years', 'still', 'rolling', 'partner', 'grind')",0.0,1.0
1426,"('holy', 'shit', 'people', 'amazingly', 'dumb', 'measles', 'parties', 'bad', 'idea', 'california', 'public', 'health', 'officials', 'warn')",1.0,1.0
57,"('still', 'running', 'niggas', 'til', 'death', 'dibiasimb')",0.0,1.0
7226,"('confusion', 'whether', 'nasal', 'flu', 'vaccine', 'works', 'children', 'seeing', 'minimal', 'flu', 'cases', 'colorado', 'right', 'now')",0.0,0.6666666666666666
9811,"('people', 'seattle', 'show', 'may', 'exposed', 'measles')",0.0,1.0
1254,"('immunity', 'sickness', 'diseases')",0.0,1.0
5151,"('family', 'members', 'measlesinfected', 'bart', 'rider', 'fall', 'ill')",0.0,0.6666666666666666
211,"('california', 'lawmakers', 'aim', 'limit', 'vaccine', 'exemptions')",1.0,1.0
7300,"('mandatory', 'cooties', 'vaccinations')",0.0,1.0
9335,"('clear', 'enough', 'family', 'member', 'received', 'vaccines', 'one', 'doctors', 'visit', 'suffered', 'permanent', 'catastrophic', 'brain', 'injury')",-1.0,1.0
4155,"('told', 'yah', 'measles', 'credit', 'muhahahaha', 'merry', 'christmas', 'daddy', 'ching', 'baluuuut')",0.0,1.0
9107,"('law', 'whatever', 'pediatrician', 'says', 'law', 'wording', 'used', 'prior', 'vaccines', 'given', 'mo', 'old', 'baby')",-1.0,1.0
5651,"('thank', 'u', 'post', 'many', 'still', 'believe', 'autism', 'caused', 'vaccines')",1.0,1.0
4500,"('vaccinate', 'teens', 'going', 'back', 'school', 'conjugate', 'papillomavirus', 'hpv')",1.0,1.0
1389,"('hey', 'cant', 'come', 'today', 'measles')",0.0,0.6666666666666666
8062,"('vaccine', 'great', 'safe', 'sensible', 'preventive', 'measure', 'young', 'women', 'amp', 'men', 'dont', 'forget')",1.0,1.0
7655,"('children', 'wo', 'lifesaving', 'vaccines', 'pls', 'change', 'amp', 'put', 'summit', 'agenda')",1.0,1.0
533,"('today', 'feed', 'selling', 'twitter', 'fame', 'cancer', 'cures', 'amp', 'vaccine', 'injury', 'lawsuits', 'need', 'lot', 'coffee', 'wade', 'much', 'bullshit')",0.0,0.6666666666666666
5516,"('people', 'nbcs', 'slap', 'reason', 'measles', 'coming', 'back')",0.0,1.0
2392,"('please', 'vaccinate', 'kids')",1.0,1.0
6926,"('vaccines', 'virus', 'definitions', 'put', 'something', 'symantec', 'kids', 'caps', 'misspelled', 'sounds', 'legit')",-1.0,0.6666666666666666
2936,"('wonder', 'correlation', 'measles', 'outbreak', 'open', 'borders', 'politicians', 'wont', 'secure')",0.0,0.6666666666666666
9261,"('many', 'americans', 'contracted', 'measles', 'disneyland', 'outbreak')",0.0,0.6666666666666666
2121,"('measles', 'outbreak', 'grows', 'cases', 'latest', 'marin', 'county')",0.0,1.0
8522,"('say', 'california', 'department', 'public', 'health', 'immunization', 'branch')",0.0,1.0
6079,"('dont', 'let', 'bully', 'parent', 'child')",0.0,0.6666666666666666
3628,"('agree', 'w', 'delgrosso', 'bill', 'say', 'dont', 'immunize', 'kids', 'ignorant')",1.0,0.6666666666666666
7998,"('parents', 'dont', 'vaccinate', 'kids', 'visited', 'cps', 'completely', 'irresponsible', 'child', 'everyone', 'elses')",1.0,0.6666666666666666
5217,"('arms', 'dead', 'four', 'vaccine', 'shots', 'morning')",1.0,1.0
1504,"('jennifair', 'crack', 'produced', 'drummage', 'new', 'music')",0.0,1.0
274,"('reminder', 'work', 'health', 'rightexercisevaccines', 'protect', 'others', 'sick')",1.0,0.6666666666666666
9486,"('opting', 'vaccinations', 'requires', 'paperwork', 'parents', 'parents', 'colorado', 'dont', 'want', 'children')",0.0,1.0
3698,"('even', 'flu', 'vaccine', 'effective', 'preventing', 'fluits', 'almost', 'effective', 'preventing', 'death', 'flu')",1.0,1.0
7481,"('california', 'governor', 'signs', 'strict', 'school', 'vaccine', 'legislation', 'gov', 'jerry', 'brown', 'wasted', 'time', 'tuesday', 'signing')",1.0,1.0
1687,"('mandate', 'flu', 'vaccines', 'healthcare', 'workers', 'journal', 'says')",0.0,0.6666666666666666
1946,"('dude', 'measles', 'went', 'shopping', 'winco', 'shs')",0.0,1.0
3658,"('spent', 'hours', 'elementary', 'school', 'think', 'need', 'vaccinations')",1.0,1.0
256,"('dont', 'vaccinate', 'kids', 'youre', 'uneducated', 'dumbass', 'parent', 'deserve', 'charged', 'child', 'abuse')",1.0,1.0
6004,"('breaking', 'east', 'coast', 'dolphin', 'deaths', 'linked', 'measleslike', 'virus', 'well', 'updating', 'story')",0.0,0.6666666666666666
4572,"('dollar', 'sign', 'video', 'shoot', 'haze_thegreat')",0.0,1.0
5647,"('another', 'study', 'showing', 'link', 'autism', 'vaccines')",1.0,1.0
486,"('sb', 'engross', 'volunteer', 'immunity', 'providing', 'exemption', 'liability', 'certain', 'acts', 'effective', 'date')",0.0,0.6666666666666666
7422,"('young', 'kings', 'getting')",0.0,1.0
1851,"('flu', 'scare', 'increasing', 'demand', 'vaccine', 'flu', 'scare', 'continuing', 'grow', 'across', 'country')",0.0,0.6666666666666666
738,"('ajr', 'enroll', 'designates', 'august', 'year', 'adult', 'vaccine', 'preventable', 'disease', 'awareness', 'improvement', 'mon')",1.0,0.6666666666666666
733,"('students', 'local', 'high', 'school', 'sick', 'whooping', 'cough', 'despite', 'vaccinations', 'administrators', 'say', 'area', 'high')",0.0,0.6666666666666666
2116,"('used', 'mmr', 'months', 'went', 'back', 'getting', 'better', 'phone', 'gps', 'uses', 'battery', 'general', 'though')",0.0,1.0
9431,"('oh', 'yeahparents', 'free', 'vaccinate', 'women', 'make', 'decisions', 'reproduction', 'health')",0.0,0.6666666666666666
928,"('rand', 'pauls', 'idea', 'change', 'vaccinations', 'will', 'cause', 'huge', 'outbreaks', 'diseases', 'government', 'must', 'respond', 'using', 'lots', 'taxpayers', 'money')",1.0,0.6666666666666666
2140,"('ridiculous', 'future', 'vazholder', 'children', 'will', 'getting', 'vaccines', 'way', 'fix', 'something', 'thats', 'broke')",-1.0,0.3333333333333333
2741,"('disneyland', 'measles', 'outbreak', 'linked', 'places', 'low', 'vaccination', 'rates', 'really', 'now')",1.0,1.0
7469,"('aint', 'afraid', 'measles', 'disneyland')",1.0,1.0
9028,"('vaccinate', 'kids', 'please')",1.0,1.0
2418,"('tip', 'things', 'consider', 'deciding', 'whether', 'flu', 'vaccine')",0.0,0.6666666666666666
2109,"('cada', 'dia', 'protect', 'children', 'misguided', 'parents', 'measles', 'back', 'child', 'vaccine', 'aga')",1.0,0.6666666666666666
1919,"('people', 'talk', 'arent', 'getting', 'kids', 'vaccinated', 'causes', 'autism', 'even', 'though', 'evidence', 'support')",1.0,1.0
1621,"('went', 'disneyland', 'measles', 'vaccination')",1.0,0.6666666666666666
2898,"('mandatory', 'cooties', 'vaccinations')",0.0,1.0
2147,"('yall', 'thought', 'nasty', 'check', 'measles')",0.0,1.0
2372,"('searching', 'got', 'longterm', 'protection', 'diseases', 'vaccines', 'failed')",-1.0,0.6666666666666666
4923,"('clark', 'county', 'reports', 'fifth', 'measles', 'case', 'infant', 'become', 'fifth', 'confirmed', 'measles', 'case', 'clark', 'county')",0.0,1.0
8914,"('travelers', 'need', 'know', 'measles')",0.0,0.6666666666666666
56,"('marin', 'county', 'school', 'board', 'sides', 'young', 'leukemia', 'patient', 'vaccinations')",0.0,0.6666666666666666
6875,"('worth', 'proscience', 'provaccination', 'believe', 'easter', 'bunny', 'conspiracy', 'theories')",1.0,1.0
7936,"('ventura', 'county', 'among', 'reported', 'cases', 'measles', 'california')",0.0,0.6666666666666666
8963,"('kind', 'idiot', 'thinks', 'infecting', 'children', 'measles', 'parties')",1.0,0.6666666666666666
9178,"('mmr', 'definitely', 'playing', 'song', 'wiggles', 'right', 'now')",0.0,1.0
4470,"('stop', 'blaming', 'first', 'now', 'diseasesbrought', 'ancestors')",0.0,1.0
9719,"('camarillo', 'citibank', 'customers', 'may', 'exposed', 'measles')",0.0,1.0
1793,"('fascinating', 'stuff', 'seen', 'measles', 'virus', 'uses', 'fight', 'cancer', 'watch', 'vice', 'special', 'cancer')",0.0,1.0
9991,"('one', 'half', 'hour', 'isa')",0.0,1.0
5258,"('period', 'grantees', 'reported', 'coverage', 'four', 'vaccines')",0.0,0.6666666666666666
6024,"('health', 'officials', 'late', 'flu', 'vaccine', 'steve', 'tawaphiladelphia', 'cbs', 'philadelphia', 'health')",0.0,0.6666666666666666
879,"('herd', 'immunity', 'young', 'immunocompromised', 'vacc', 'vaccines', 'side', 'effects', 'cars', 'relative', 'risk', 'low')",1.0,1.0
5153,"('scared', 'flu', 'vaccine', 'lets', 'see', 'whats', 'really', 'inside')",1.0,0.6666666666666666
577,"('vaccines', 'furry', 'child', 'broadway', 'veterinary', 'hospital')",1.0,1.0
2960,"('vaccinating', 'children', 'problem', 'rn', 'vaccinate', 'damn', 'kids')",1.0,0.6666666666666666
9087,"('vaccine', 'really', 'stand', 'trial', 'hes', 'done')",1.0,1.0
9873,"('people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health', 'now')",0.0,1.0
6698,"('enemy', 'measles', 'ended', 'civilizations', 'evolved', 'us', 'spread', 'kill', 'us')",0.0,0.6666666666666666
2067,"('orange', 'countyca', 'come', 'wmeasles', 'vaccinated', 'vaccine', 'fail')",-1.0,1.0
2270,"('vaccines', 'autism', 'speaks', 'organization')",0.0,0.6666666666666666
3044,"('people', 'havent', 'vaccinating', 'kids', 'youre', 'right', 'helping', 'kids', 'hope', 'ya', 'got', 'insurance', 'measles')",1.0,1.0
3504,"('saving', 'childrens', 'lives', 'hope', 'tell', 'see', 'wednesday')",1.0,1.0
4130,"('today', 'baby', 'girl', 'school', 'shopping', 'lunch', 'vaccines', 'makes', 'long', 'day', 'red', 'robin')",1.0,1.0
550,"('im', 'following', 'cdc', 'schedule', 'believe', 'many', 'vaccines', 'necessary', 'public', 'safety')",1.0,1.0
977,"('news', 'officially', 'tested', 'proven', 'vaccines', 'dont', 'cause', 'autism', 'vaccinate', 'kids', 'fucking', 'morons')",1.0,1.0
9763,"('saying', 'someone', 'chooses', 'vaccinate', 'kids', 'rather', 'die', 'autism', 'shows', 'small', 'minded', 'truly')",-1.0,0.6666666666666666
6081,"('getting', 'immunization', 'shots', 'yay', 'lol', 'drew', 'health', 'services')",1.0,1.0
3542,"('port', 'st', 'lucie', 'girl', 'first', 'case', 'measles', 'contracted', 'florida', 'avoid', 'disease', 'immunized')",1.0,1.0
9946,"('cometh', 'hour', 'rt', 'dr', 'ben', 'carson', 'backs', 'vaccinations', 'safe')",1.0,1.0
6059,"('love', 'johnny', 'bravo', 'measles', 'episodes', 'memories', 'watching', 'grandma', 'little')",0.0,1.0
499,"('really', 'dont', 'nonsense', 'child', 'save', 'may')",1.0,1.0
7010,"('vaccination', 'debate', 'heating', 'marin', 'county', 'school', 'board', 'meeting', 'north', 'bay', 'drawing', 'national')",0.0,1.0
1993,"('nationalism', 'infantile', 'disease', 'measles', 'mankind')",0.0,1.0
532,"('dont', 'vaccinate', 'children', 'preventable', 'diseases', 'whatever', 'reason', 'youre', 'danger', 'us')",1.0,1.0
6263,"('point', 'yall', 'better', 'know', 'spirit', 'week', 'means', 'immunity', 'weird', 'looks', 'show', 'school', 'full', 'xosume', 'ok', 'ok')",0.0,1.0
1977,"('la', 'county', 'offers', 'free', 'hepatitis', 'vaccines', 'los', 'angeles', 'county', 'department', 'public', 'health', 'offering', 'free')",1.0,0.6666666666666666
793,"('ways', 'boost', 'immunity', 'naturally', 'number', 'flu', 'cases', 'spreading', 'across', 'country', 'health', 'fitness')",0.0,1.0
8688,"('vaccine', 'baby', 's')",0.0,0.6666666666666666
6966,"('gov', 'moonbeam', 'gt', 'gov', 'measles', 'rt', 'measles', 'outbreak', 'raises', 'fury', 'californias', 'vaccine', 'exemptions')",0.0,0.6666666666666666
5991,"('youre', 'vaccinated', 'cant', 'carry', 'disease', 'transfer', 'someone', 'cant', 'take', 'vaccination')",1.0,1.0
2762,"('officials', 'possible', 'case', 'measles', 'investigated', 'montgomery', 'county')",0.0,1.0
7367,"('children', 'access', 'vaccinations', 'texas', 'texas', 'state', 'law', 'requires', 'students', 'attending', 'school')",1.0,0.6666666666666666
1612,"('s', 'important', 'folks', 'via', 'texas', 'megachurch', 'center', 'measles', 'outbreak')",1.0,0.6666666666666666
2900,"('day', 'times', 'day', 'child', 'receives', 'measles', 'vaccination', 'red', 'cross', 'partners')",0.0,0.6666666666666666
5345,"('thx', 'perspective', 'kid', 'vaccinated', 'risk')",0.0,0.6666666666666666
8401,"('malaria', 'vaccine', 'shows', 'promise', 'study', 'experimental', 'malaria', 'vaccine', 'tested', 'children', 'burkina', 'faso')",1.0,1.0
8103,"('lol', 'ice', 'cream', 'ingredients', 'cause', 'violent', 'behavior', 'way', 'vaccines', 's', 'cause', 'neurological', 'failures')",-1.0,1.0
890,"('super', 'bowls', 'theyre', 'always', 'im', 'going', 'disney', 'land', 'watch', 'measles', 'boy')",0.0,0.6666666666666666
1852,"('sen', 'boxer', 'wants', 'children', 'head', 'start', 'programs', 'vaccinatedintroduces', 'legislation')",0.0,0.6666666666666666
9788,"('body', 'harmony', 'offer', 'vitamins', 'minerals', 'help')",0.0,1.0
914,"('screw', 'measles', 'case', 'confirmed', 'u', 'm', 'student')",1.0,1.0
6499,"('ladies', 'got', 'mmr', 'hep', 'typhoid', 'vaccinations', 'lets', 'party', 'started')",1.0,1.0
6426,"('thats', 'found', 'seizured', 'got', 'mmr', 'maybe', 'thats', 'im', 'screwed')",0.0,0.6666666666666666
5799,"('ive', 'seen', 'happens', 'dont', 'vaccinate', 'child')",1.0,1.0
9133,"('mental', 'spiritual', 'amp', 'emotional', 'healthweight', 'loss', 'ampsleep', 'betterhair', 'nails', 'amp', 'skinimmunity', 'amp', 'energy')",0.0,1.0
1799,"('hb', 'new', 'motor', 'vehicles', 'providing', 'civil', 'immunity', 'removing', 'child', 'motor', 'vehicle', 'using', 'forcible', 'entry')",0.0,1.0
4646,"('know', 'lot', 'health', 'professionals', 'pushing', 'flu', 'vaccine', 'check', 'ingredients', 'really', 'want', 'mercury', 'perservatives')",-1.0,1.0
9839,"('legislation', 'spurs', 'legal', 'debate', 'right')",0.0,1.0
9356,"('got', 'bad', 'kid', 'think', 'got', 'immunities', 'even', 'inside', 'mouth')",0.0,0.6666666666666666
7200,"('vaccine', 'controversy', 'getting', 'ridiculous', 'outbreaks', 'caused', 'negligible', 'parents', 'getting', 'kids', 'proper', 'shots')",1.0,1.0
6871,"('week', 'health', 'care', 'aids', 'vaccines', 'birth', 'control', 'big', 'data', 'weekly', 'roundup')",0.0,1.0
1576,"('meanwhile', 'disneyland')",0.0,1.0
1705,"('mit', 'scientist', 'shows', 'happen', 'children', 'receive', 'aluminum', 'containing', 'vaccines', 'collectiveevolution')",-1.0,0.6666666666666666
8082,"('people', 'vaccinate', 'dirty', 'kidsthis', 'means', 'grown', 'ones', 'going', 'college', 'aint', 'nobody', 'got', 'time', 'measles')",1.0,1.0
5193,"('mosdef', 'couldnt', 'live', 'dorms', 'college', 'without', 'certain', 'boosters', 'meningitis', 'vaccine', 'remember', 'schools')",1.0,1.0
7456,"('confirmed', 'measles', 'case', 'person', 'traveling', 'seatac', 'seatac', 'airport', 'public', 'health', 'confirmed', 'case')",0.0,1.0
3853,"('well', 'explains', 'morons', 'posting', 'facebook', 'measles', 'ebola')",0.0,1.0
3896,"('baby', 'monkeys', 'develop', 'autism', 'symptoms', 'getting', 'popular', 'childhood', 'vaccines', 'ltlinktismgt', 'via')",0.0,0.6666666666666666
2063,"('sb', 'enroll', 'concerning', 'availability', 'childhood', 'immunization', 'resources', 'expecting', 'parents')",0.0,0.6666666666666666
904,"('tunnel', 'love', 'come', 'measles', 'unlike', 'tunnel', 'love', 'disneyland')",0.0,1.0
2961,"('new', 'immunization', 'requirements', 'school', 'year', 'indianapolis', 'ind', 'state', 'health', 'officials', 'urging')",1.0,1.0
7960,"('discovered', 'children', 'school', 'fully', 'vaccinated', 'benefits', 'medical', 'campus')",1.0,1.0
4665,"('washington', 'womans', 'measles', 'death', 'first', 'us', 'washington', 'state', 'health', 'officials', 'say', 'measles', 'caused')",1.0,0.6666666666666666
6722,"('mt', 'symptoms', 'find', 'answers', 'q', 's', 'amp')",0.0,1.0
8569,"('science', 'clear', 'earth', 'round', 'sky', 'blue', 'lets', 'protect', 'kids')",1.0,1.0
9571,"('ebola', 'sars', 'west', 'nile', 'swine', 'flu', 'etc', 'sensationalized', 'scare', 'tactic', 'orchestrated', 'government', 'make', 'moneyvaccinate', 'us')",-1.0,1.0
7212,"('untrue', 'parents', 'given', 'vaccine', 'information', 'sheet', 'list', 'arises', 'information', 'risks')",0.0,0.6666666666666666
6234,"('welcome', 'development', 'vaccine', 'preventable', 'diseases', 'cross', 'river', 'introduces', 'pentavalent', 'vaccine')",1.0,1.0
9673,"('measles', 'used', 'put', 'cancer', 'remission')",-1.0,0.6666666666666666
955,"('im', 'pissed', 'measles', 'outbreak', 'lets', 'blame', 'american', 'parents', 'vaccinatingroot', 'cause', 'mexican', 'illegal', 'children')",-1.0,0.3333333333333333
2213,"('hear', 'measles', 'break', 'america', 'now', 'fully', 'paranoid', 'everyone', 'sneezing', 'coughing', 'around')",0.0,1.0
387,"('law', 'order', 'svu', 's', 'e', 'case', 'measles', 'aired', 'living')",0.0,1.0
3014,"('typhoid', 'vaccine', 'pills', 'take', 'trip', 'killing')",0.0,0.6666666666666666
7725,"('dont', 'believe', 'vaccinating', 'children', 'dont', 'believe', 'allowed')",1.0,0.6666666666666666
3225,"('mother', 'turning', 'conspiracy', 'theorist', 'wants', 'togoogle', 'microchips', 'vaccines', 'needs', 'stop', 'reading', 'snopes')",1.0,0.6666666666666666
2368,"('please', 'shut', 'ignorant', 'dumbass', 'lol', 'study', 'says', 'harmful', 'liberal', 'bullshit')",1.0,1.0
5751,"('cdc', 'says', 'flu', 'vaccine', 'yr', 'great', 'coworkers', 'u', 'feel', 'crap', 'stay', 'homehell', 'hath', 'furyif', 'u', 'sick')",0.0,0.6666666666666666
8160,"('making', 'breakfast', 'time', 'work', 'mmr')",0.0,1.0
5280,"('listened', 'podcast', 'immunizations', 'kids', 'stand', 'now', 'early', 'vacc', 'kids')",1.0,0.6666666666666666
3434,"('reasons', 'one', 'vaccinate', 'kids')",-1.0,1.0
7140,"('fighting', 'dumbbells', 'problem', 'thats', 'fighting', 'measles')",0.0,1.0
454,"('sell', 'guns', 'walmart', 'dont', 'vaccinate', 'kids', 'pertussis', 'good', 'strategy', 'go', 'extinct')",1.0,1.0
1953,"('absolutely', 'brilliant', 'lets', 'protect', 'kids', 'td', 'parent', 'agrees')",1.0,1.0
7563,"('year', 'old', 'us', 'woman', 'kidnapped', 'isis', 'confirmed', 'dead', 'yesterday', 'debating', 'government', 'outbreak', 'measles')",0.0,0.6666666666666666
5241,"('trust', 'vaccines', 'will', 'harm')",-1.0,0.6666666666666666
8797,"('win', 'average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health')",0.0,1.0
1525,"('make', 'vaccines', 'mandatory', 'attend', 'california', 'schools')",1.0,1.0
8801,"('average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health')",0.0,1.0
2297,"('sb', 'enroll', 'require', 'meningococcal', 'immunization', 'school', 'entry')",0.0,1.0
5118,"('million', 'people', 'live', 'united', 'states', 'measles')",0.0,1.0
7671,"('hm', 'must', 'weird', 'coincidence', 'rt', 'measles', 'us', 'state', 'amp', 'vaccine', 'introduced')",1.0,0.6666666666666666
7720,"('unlikely', 'cause', 'autism', 'immunization', 'longer', 'contain', 'mercury')",1.0,1.0
2191,"('wanted', 'opportunity', 'bad', 'nigga', 'amp', 'immunity', 'keep', 'youngin', 'safe', 'snakes')",0.0,1.0
6424,"('vaccination', 'rate', 'leaves', 'miamidade', 'risk')",-1.0,0.3333333333333333
5459,"('measles', 'may', 'getting', 'started')",0.0,1.0
4186,"('two', 'handed', 'fist', 'bumpuser', 'sspeedo', 'mixmasterrods', 'upstairs', 'lounge')",0.0,1.0
6387,"('yes', 'maam', 'kids', 'dont', 'seem', 'immunity', 'kids')",0.0,0.6666666666666666
6560,"('parents', 'needa', 'kids', 'vaccinated', 'dont', 'catch', 'hands')",1.0,1.0
8912,"('want', 'go', 'disneyland', 'man', 'measeland', 'im', 'measles', 'thats', 'takes')",0.0,1.0
134,"('study', 'kids', 'finds', 'link', 'mmr', 'vaccine', 'autism')",1.0,1.0
2577,"('welp', 'cdc', 'now', 'recommending', 'boys', 'hpv', 'vaccination', 'lol', 'hahahahhaa')",-1.0,0.3333333333333333
6479,"('oh', 'hey', 'central', 'district', 'health', 'immunizations')",0.0,0.6666666666666666
1811,"('insight', 'gsk', 'vaccine', 'ingredient', 'scrutinized', 'narcolepsy', 'clues', 'fox', 'news')",-1.0,0.6666666666666666
2305,"('bad', 'science', 'raised', 'unfounded', 'suspicions', 're', 'vaccines', 'esp', 'children', 'amp', 'young', 'adults', 'hope', 'truth', 'wins')",1.0,1.0
8728,"('vitamin', 'supeopleementation', 'developing', 'world', 'lowers', 'mortality', 'measles', 'diane', 'griffin')",0.0,0.6666666666666666
1903,"('frustrating', 'main', 'argument', 'vaccines', 'even', 'child', 'gets', 'vaccine', 'still', 'contract', 'illness')",1.0,0.6666666666666666
6144,"('im', 'living', 'healthy', 'fighting', 'gmos', 'etc', 'vaccinating', 'children', 'shouldnt', 'optional')",1.0,1.0
5923,"('count', 'whole', 'family', 'screw', 'antivaccine', 'celebrities', 'ignorance', 'amp', 'fear', 'created')",1.0,1.0
7086,"('arrest', 'driver', 'felony', 'child', 'endangerment', 'offer', 'immunity', 'tells', 'hired', 'follow', 'squeals', 'white', 'house')",0.0,1.0
1758,"('studio', 'time', 'team', 'need', 'killer', 'team', 'right', 'man')",0.0,1.0
764,"('scary', 'stupid', 'chris', 'christie', 'come', 'support', 'parents', 'choose', 'vaccinate', 'kids')",-1.0,0.3333333333333333
2249,"('doctors', 'blame', 'measles', 'outbreak', 'parents', 'dont', 'vaccinate', 'stupid', 'fucks')",1.0,1.0
8139,"('whats', 'negligent', 'choosing', 'vaccinate', 'forgetting', 'kids', 'vaccinated')",1.0,0.6666666666666666
2602,"('ughhhh', 'got', 'measles')",0.0,1.0
7905,"('born', 'mmr', 'vaccine', 'still', 'dream', 'childhood', 'diseases', 'plus', 'scarlet', 'fever', 'amp', 'survived', 'thank', 'jesus')",-1.0,0.3333333333333333
5999,"('majority', 'americans', 'mmr', 'go', 'southern', 'border', 'argument')",-1.0,0.3333333333333333
9795,"('average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health', 'doin', 'somethin', 'right')",0.0,1.0
9180,"('sb', 'update', 'public', 'health', 'allowing', 'health', 'departments', 'assess', 'administrative', 'fee', 'immunizations')",0.0,1.0
3709,"('want', 'raise', 'child', 'allnatural', 'fine', 'dont', 'complain', 'heshe', 'gets', 'sick', 'measles', 'disease', 'natural')",1.0,1.0
5036,"('measles', 'virus', 'became', 'master', 'contagion', 'via')",0.0,1.0
4182,"('wtg', 'parents', 'decided', 'vaccinate', 'kids', 'measle', 'outbreaks', 'chicago')",1.0,1.0
4732,"('third', 'mmr', 'dose', 'welltolerated', 'mumps', 'outbreak', 'medscape')",0.0,1.0
1168,"('stop', 'blaming', 'first', 'now', 'diseasesbrought', 'ancestors')",0.0,1.0
853,"('vaccinate', 'fucking', 'kids')",1.0,1.0
1512,"('possible', 'measles', 'exposure', 'seatac', 'airport', 'need', 'know', 'thinsection', 'transmission', 'electron')",0.0,1.0
