,safe_tweet,label,agreement
4416,measles outbreak,0.0,1.0
4417,right kids died vaccinations,-1.0,0.3333333333333333
4418,aside dont vaccinate kids cant friends mine neither,1.0,1.0
4419,vaccine pharmaceutical sales representative inventivhealth fort myers fl,0.0,1.0
4420,biggie mogul presents franchise liaison problems official video,0.0,1.0
4421,omg see upcoming episode two babies dying allergic reaction immunizations,-1.0,0.6666666666666666
4422,sb passed meningococcal diseasepupils immunized recommended age,1.0,0.6666666666666666
4423,anyone go softball tournament kansas measles alert gt,0.0,1.0
4424,disease outbreaks may change minds vaccine opponents health experts hope outbreaks childhood,1.0,0.6666666666666666
4425,parents say child contracted polio yrs need vaccine vaccines victim success,1.0,0.6666666666666666
4426,parents fear chemicals used bundle vaccine shot cocktail will cause harm,-1.0,0.6666666666666666
4427,mississippi nearly rate highest infant mortality rate usa,-1.0,0.3333333333333333
4428,ap disney gave input measles health messages measles outbreak spread last month disneyland executives,0.0,1.0
4429,considering lucky pediatrician failed record mmr booster backwhen reimmunize yrs ago asus req,1.0,1.0
4430,state lawmakers fighting school vaccine exemptions one state set standard mandatory immunizations,0.0,1.0
4431,sis went find follow measles shot,0.0,0.6666666666666666
4432,keep babies house stay away us risk giving us polio measles whooping cough,0.0,1.0
4433,oh ive people saying caused vaccination guess autism doesnt kill communicable diseases,1.0,1.0
4434,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
4435,number tarrant county measles cases increases health officials said monday nearly measles,0.0,1.0
4436,parents oppose measles vaccine hold firm beliefs,0.0,0.6666666666666666
4437,looks im going buffalo wild wings measles outbreak palisades mall,0.0,1.0
4438,yvette funded books read medical school rates went bc added poison vaccines schedule,-1.0,0.6666666666666666
4439,got wait til guys hear cooking,0.0,1.0
4440,propaganda amp childish imagery laughable appears establishment portraying traits u twisted,0.0,1.0
4441,infectiousdisease expert debunks common vaccine myths,1.0,1.0
4442,vaccination shot protect measles mumps rubella exemption may granted signing personal relief waiver,0.0,0.6666666666666666
4443,view boardroom columbia tower club,0.0,1.0
4444,cosmic wolf set tonight,0.0,1.0
4445,damn parents make lame excuses vaccinate children damn limbo,1.0,1.0
4446,safe decent affordable home vaccine dr megan sandel,0.0,1.0
4447,vaccine spreading disease,0.0,0.6666666666666666
4448,things arent true mt health unvaccinated far better vaccines,1.0,0.6666666666666666
4449,person claim newborn gets waiting room pediatrician allows patients go unvaccinated,1.0,0.6666666666666666
4450,people say vaccines cause autism bullshit makes sense,1.0,1.0
4451,bet people vaccinate children sold doses craft tinctures farmers market,1.0,1.0
4452,illinois measles cases climb,0.0,0.6666666666666666
4453,parents illusion vaccines problem witch hunt lack vaccination already killing babies,1.0,1.0
4454,back nyc ian better mmr,0.0,1.0
4455,vaccinate fucking kids christ,1.0,1.0
4456,hb complete firearms authorizing carrying handguns onto private school property providing immunity,0.0,1.0
4457,fact blankets keep safe night dont know definitely immunity something,0.0,1.0
4458,apeoplees support immunity fights lung prostate cancerhealth benefits eating apeoplees,0.0,1.0
4459,health officials monitoring people possible measles exposure vaccinate,1.0,0.6666666666666666
4460,calif officials say children others immunized measles avoid disneyland outbreak vaccinate,1.0,0.6666666666666666
4461,sight mind rich white folks vaccinating kids makes go,1.0,0.6666666666666666
4462,doctor claimed link vaccinations autism got doctoral license revoked,1.0,1.0
4463,anyone catches sue ass,0.0,0.6666666666666666
4464,ive revised measles position dont make illegal vaccinate make illegal bring unvaccinated kids public,1.0,0.6666666666666666
4465,oh good measles todd legit rape akin back tonights need know,0.0,0.6666666666666666
4466,autism speaks espouse antivaccination views naa,-1.0,0.3333333333333333
4467,born considered immune measles even though may never disease,0.0,0.6666666666666666
4468,rt empowering state inject will bigger threat measles vaccine,-1.0,1.0
4469,want mmr pants,0.0,1.0
4470,stop blaming first now diseasesbrought ancestors,0.0,1.0
4471,everybody vaccinate children dangerous us,1.0,0.6666666666666666
4472,watch pakistan arrests parents vaccinating kids,-1.0,0.3333333333333333
4473,wont fill feed case case families believe children harmed died vaccine injury,-1.0,0.6666666666666666
4474,average people complain live longer releasing tension increases immunity boosts health hell yah,0.0,1.0
4475,force everyone fund vaccinations without choice run risk missing effective solutions,-1.0,0.6666666666666666
4476,oh wonder many kids vaccinated,1.0,0.6666666666666666
4477,dr scott kennedy said set tent case one patient came one time,1.0,0.6666666666666666
4478,measles fast start cases trend health officials worried recent us measles outbreaks,0.0,1.0
4479,tabor little late mmr still beautiful unsettled weather,0.0,1.0
4480,gonna long day,0.0,1.0
4481,vaccinate children goddamn,1.0,1.0
4482,officials say flu season early start health officials want make sure youre vaccinated,0.0,0.6666666666666666
4483,safeminds tries frighten pregnant women vaccinated,1.0,1.0
4484,pittsburgh mcdonalds serving heroine happy meals measles outbreak bus great,0.0,1.0
4485,children need vaccinated hello thats seeing childhood diseases coming back,1.0,1.0
4486,extremely paranoid white person voyce im bringin measles baaack yeah autism children laaack,0.0,0.6666666666666666
4487,donnies supporters think vaccines cause autism arent sure think scalia might murdered,-1.0,0.3333333333333333
4488,provide common defense include preventing measles whooping cough,0.0,0.6666666666666666
4489,several disneyland employees diagnosed measles happiest place earth got bit sadder,0.0,0.6666666666666666
4490,cases measles us,0.0,0.6666666666666666
4491,measles patient flew dfw airport health officials say cdc trying determine many people,0.0,1.0
4492,government flaw virus immunizations yall safe bc never know really given,-1.0,1.0
4493,mmr,0.0,1.0
4494,new surgeon general dr vivek murthy measles vaccine safe effective,1.0,1.0
4495,several disneyland employees diagnosed measles via,0.0,0.6666666666666666
4496,immunization debate will always debate regarding children immunizationsi knew didnt,0.0,0.6666666666666666
4497,measles outbreak framingham send non vac parents kids,1.0,0.6666666666666666
4498,need know measles outbreak,0.0,1.0
4499,fda approved vaccine ebola need safe sorry obama wrong ebola hard catch p motzko,0.0,1.0
4500,vaccinate teens going back school conjugate papillomavirus hpv,1.0,1.0
4501,polio vaccinated children,0.0,0.6666666666666666
4502,shyrizzy palace gentleman club,0.0,1.0
4503,teamwork makes dream work,0.0,1.0
4504,measles cases linked disneyland happiness isnt contagious thing disneyland,0.0,1.0
4505,vaccination ruse hurt childrens health reader responds article phony program ran,1.0,0.6666666666666666
4506,mn kids got admitted parents new feartheir child die vpd wondering didnt vax,1.0,0.6666666666666666
4507,immunity smoothie kefir fresh turmeric pineapeoplee maca powder ground flaxseed baby carrots,0.0,0.6666666666666666
4508,blizzards snow days measles oh sunset makes everything nonfactor,0.0,1.0
4509,ebola next aidscould vaccines use amp keep ebola africa amp help cdcgod bless us,0.0,0.6666666666666666
4510,much likely reach th bday baby born nigeria,0.0,0.6666666666666666
4511,african nations celebrate percent drop child mortality rates due immunization,1.0,0.6666666666666666
4512,agree irs serious scandal immunity lerner report irs targeting disputes n mths,0.0,1.0
4513,school expels yearold daughter whose mother refused give booster shot family,0.0,0.6666666666666666
4514,sex known produce health benefits stress reduction weight loss increased immunity improved cardiovascular functioning,0.0,0.6666666666666666
4515,vaccinate goddamned children,1.0,1.0
4516,measles cases united states measles aint even trying mess kansas,0.0,1.0
4517,around sound solve problem via,1.0,1.0
4518,competition today last time performing field course im going w bang amp superior mmr finna take home everything,0.0,1.0
4519,parents dead vaccinating childrenwhite people really takin free country want shit way far,1.0,1.0
4520,new mmr study promoting vaccines funded big pharma,-1.0,0.6666666666666666
4521,now vaccinated hpv hep amp b flu yay health boo arms,1.0,1.0
4522,talking children ebola start less infoprovide clear details askeduser,0.0,1.0
4523,rt measles reemerged public health issue many people choose remain unvaccinated,1.0,0.6666666666666666
4524,protecting baby others getting whooping cough vaccine work clay county health department,1.0,1.0
4525,vaccines thanks lot jenny mccarthy wait gumball,1.0,0.6666666666666666
4526,going attention mmr going,0.0,1.0
4527,uncomfortable bet diseases prevents whole lot worse,1.0,1.0
4528,readuser irresponsibility choose vaccinate kids,1.0,1.0
4529,mt science clear earth round sky blue lets protect kids,1.0,1.0
4530,vaccines safe kids,1.0,1.0
4531,idiots dont vaccinate children see world laughing,1.0,0.6666666666666666
4532,pumpkin pie amd vaccinated kids hard find west coast,0.0,0.6666666666666666
4533,umm sure parents wernt whole giving babys kids vaccine shots,0.0,0.6666666666666666
4534,measles ventura county,0.0,0.6666666666666666
4535,protect kids true blue american anti vaccine nutters first,1.0,1.0
4536,major still vaccinate though least safe side seeing work hospital,1.0,1.0
4537,ny health dept measles patient boarded amtrak train penn station,0.0,1.0
4538,fairfield co health department running low flu vaccine lancaster busierthanaverage flu season,0.0,0.6666666666666666
4539,got two vaccinations morning sill dont autism imagine,1.0,1.0
4540,windy fuck disneyland honestly best time thanks measles,0.0,1.0
4541,inconvenient truth behind vaccinations autism link,-1.0,1.0
4542,vaccines cause autism urge children fully vaccinated rob ring chief science officer autism speaks,1.0,1.0
4543,measles little nugget beginning story terrifying catch story,0.0,1.0
4544,sharks best immunity diseases known man deadly diseases cancer affect,0.0,1.0
4545,california legislature passes strict school vaccine bill california lawmakers monday sent governor,0.0,0.6666666666666666
4546,another win amp public health,1.0,1.0
4547,im fudging coming w cold top hope dont,0.0,1.0
4548,mt measles affected states others rules vaccinating vary,0.0,0.6666666666666666
4549,finally someone explains way everyone understand vaccines cause autism,-1.0,0.6666666666666666
4550,son pre vaccine injury,-1.0,0.6666666666666666
4551,person visited super bowl village measles ltltltltltltltlt,-1.0,0.3333333333333333
4552,rt vaccinations measles medicaid expansion,0.0,1.0
4553,children never gotten vaccinations poison children,-1.0,1.0
4554,pakistani deaths werent enough fbi gets immunity pakistan well,0.0,1.0
4555,got cold flu hn black death stomach virus measlesmumps chicken pox got gf share errthang,0.0,1.0
4556,new immunization requirements maryland students maryland will heading back school next,0.0,1.0
4557,germany battling measles outbreak times worse one us,0.0,0.6666666666666666
4558,white house science indicates parents vaccinate kids,1.0,1.0
4559,average people complain live longer releasing tension increases immunity boosts healthi always complain,0.0,1.0
4560,race better technology immunity certain diseases sure,0.0,1.0
4561,measles super bowl arrive az guess one im cover,0.0,0.6666666666666666
4562,congressman blasts incestuous relationship makers via,0.0,1.0
4563,overcumeth immunize unto second death,0.0,1.0
4564,vaccinations harmful children world years old dinosaurs never existed,1.0,0.6666666666666666
4565,isnt politics empowering conforming health safety children,1.0,1.0
4566,international business times whats causing measles cases spike us,0.0,0.6666666666666666
4567,let rain,0.0,1.0
4568,vince young says stay game endgraduate kids vaccinated,1.0,0.6666666666666666
4569,benefits immunization outweigh unsubstantiated concerns vaccines harmful,1.0,1.0
4570,measles vaccinated adult measles vaccine received child might enough,1.0,0.6666666666666666
4571,federal judge denied injunction california vaccination law schoolchildren,0.0,0.6666666666666666
4572,dollar sign video shoot hazethegreat,0.0,1.0
4573,think vaccines cause autism youre idiot youre endangering everyone,1.0,1.0
4574,sb update child protective services providing definitions immunity liability,0.0,0.6666666666666666
4575,latest study showing connection vaccinations autism,1.0,1.0
4576,crazy part beginning charlotte marriott,0.0,1.0
4577,thought whooping cough something texas aggies vaccinate kids,1.0,1.0
4578,arizona cardiologist responds critics regarding measles vaccines via,0.0,0.6666666666666666
4579,whats causing measles outbreak assholes vaccinating kids thats,1.0,1.0
4580,moms dads vaccinate kids lt dont,-1.0,0.6666666666666666
4581,millions people dying disease thats latent vaccinations false reports vaccinations causing illness,1.0,1.0
4582,talk measles vaccination rates rt slate obama holds emergency meeting situation room,0.0,0.6666666666666666
4583,question course booster vaccines never hurt new,1.0,1.0
4584,world immunization week vaccinate children,1.0,1.0
4585,added drinks highlight single brothers winstonsalem nc,0.0,1.0
4586,overheard cle woman wouldnt shit got measles rabies suck woman rabies bummer,0.0,1.0
4587,google drive grad school account shared docus mers measles hiv group projects,0.0,1.0
4588,state highest percentage kids whose parents refused vaccinate measles oregon thanks lot crazies,0.0,0.6666666666666666
4589,bnv bitch nigga virus beware outbreak southern cali may spread quickly vaccinations stay safe,0.0,0.6666666666666666
4590,measles continues spread orange county,0.0,1.0
4591,people getting polio measles line vax,1.0,1.0
4592,watching talk vaccines harvard school public health,1.0,1.0
4593,cdc increased cancer risk polio vaccine,-1.0,0.6666666666666666
4594,another study finds link mmr vaccine autism,1.0,1.0
4595,fuck vaccinating kids smh hope child services takes ur kid away obvi stupid raise,1.0,1.0
4596,hope screening come africa poked fun us measles outbreak,0.0,1.0
4597,measles vaccination,0.0,0.6666666666666666
4598,steven herzog kid beat cancer dont make face measles via please sign petition,0.0,1.0
4599,many children getting sick amp died vaccinesit defeats purposetheres alternatives,-1.0,1.0
4600,childrens vaccines restricted county health district via,-1.0,0.6666666666666666
4601,reasons one vaccinate kids gotta love sarcasm,-1.0,0.6666666666666666
4602,vaccinating kids child endangerment plain simple children,1.0,1.0
4603,stfu measles,0.0,1.0
4604,nyc dept health recommends immunize babies bw mos age traveling outside us mmr age year,1.0,0.6666666666666666
4605,thoughts immunizations required school entry dont want immunize home school,1.0,1.0
4606,please vaccinate kids one dumbest things say good,1.0,1.0
4607,dr steve russell will science friday npr today,0.0,0.6666666666666666
4608,turned def madhatterdc,0.0,1.0
4609,vaccines kill babies,-1.0,1.0
4610,another study finds link mmr vaccine autism,1.0,1.0
4611,rand paul lost vote saying many kids mental disorders vaccines even studies say proof,1.0,1.0
4612,thats id heard shows contagious,0.0,1.0
4613,thank writing hubby measles kid goes spinal tap monday see ms didnt know abt,0.0,1.0
4614,scam supeopleementary complementary alternative medicine suggests alternative vaccines diseases forward dark ages,1.0,0.6666666666666666
4615,share tweet thank health worker amazing statistic,1.0,1.0
4616,anticootie vaccinations mandatory,0.0,0.6666666666666666
4617,us hella crunchy still understand basic science vaccinationsdisease prevention hippie smartypants,1.0,0.6666666666666666
4618,real real niggas dont measles mumps lmao,0.0,1.0
4619,husband paralyzed guillian barre caused flu gb listed shot disclaimer,-1.0,1.0
4620,guys dont vaccinate kid feel free puff ecig crib jenny macarthy,1.0,1.0
4621,mmr hotel shining based hope see something creepy,0.0,1.0
4622,lady lives around slow everytime sees measles baby cause always sees im,0.0,0.6666666666666666
4623,amid grave ebola estimates us test vaccine national institutes health will start first human,0.0,1.0
4624,know kill zombies measles use games teach science,0.0,1.0
4625,measles parties bad idea california public health officials warn california public health officials,0.0,1.0
4626,yea bats babies carriers scares death dogs course vaccinated still,1.0,0.6666666666666666
4627,vaccine truthers,0.0,0.6666666666666666
4628,people come ca adventure see come time lick every handrail,0.0,1.0
4629,limbaugh amp beck gin fear flu vaccine generational outbreak follows clearly proves obama wants steal guns,1.0,0.6666666666666666
4630,florida congressman bill posey investigate study falsified cause,0.0,0.6666666666666666
4631,,0.0,1.0
4632,dreamt children infected measles became immortal powerhungry rat children parents plz plz vaccinate children,1.0,1.0
4633,pediatrician vaccines kids somehow still job,1.0,1.0
4634,study kids finds link mmr vaccine autism,1.0,0.6666666666666666
4635,ebola scare nyc ridiculous anyone eaten nyc hotdog enough immunities prevent plague,0.0,0.6666666666666666
4636,fuckin sunday palace,0.0,1.0
4637,officials patients tested measles cleveland co,0.0,1.0
4638,,0.0,1.0
4639,measles cases united states,0.0,0.6666666666666666
4640,dude measles going around parma high im going school anymore,0.0,1.0
4641,go listen new song soundcloud new music,0.0,1.0
4642,child goals treys month checkup doesnt know hes getting vaccines yet,1.0,1.0
4643,vaccines cause autism hypothetically parents rather dead child w autism amp thats messed,1.0,1.0
4644,one focused mothers trying vaccinate kids,1.0,1.0
4645,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
4646,know lot health professionals pushing flu vaccine check ingredients really want mercury perservatives,-1.0,1.0
4647,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
4648,think vaccinations enforced want child suffer illnesses,1.0,1.0
4649,hpv vaccine tetanus shot fml im gonna cry little kid,1.0,0.6666666666666666
4650,alert health officials warn seattle airport measles exposure,0.0,1.0
4651,measles guys,0.0,1.0
4652,measles cases turn attention bounty childhood vaccines,0.0,1.0
4653,lack vaccinations may lead measles epidemic,1.0,1.0
4654,medicinal poison vaccine,-1.0,1.0
4655,u parents infant small child considering immunization listen doctor fear monger chicken little,1.0,1.0
4656,vaccinating public health issue endangers lives infants unable receive vaccination,1.0,1.0
4657,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
4658,whatever imho useless amp suspect rise asthmaallergiesautoimmune diseasemsautism diabetes,-1.0,1.0
4659,worse connected group antivacciners marijuana isnt harmful smokers truthers american military loathers,0.0,0.6666666666666666
4660,really need stop calling people vaccines propolio prosmall pox prochild endangerment,-1.0,0.6666666666666666
4661,people dont vaccinate kids stupid,1.0,1.0
4662,us leading charge immunizations globally let healthgtfear,1.0,0.6666666666666666
4663,walked around disneyland awhile tonight trying measles,-1.0,0.3333333333333333
4664,believe im knocking dont taking risk riskreward seen measles,0.0,0.6666666666666666
4665,washington womans measles death first us washington state health officials say measles caused,1.0,0.6666666666666666
4666,theory whole antivaccination shit happening natural selection theres biological answer,1.0,1.0
4667,thanks dr offit enlighting talk measles outbreak nj aap conference,0.0,1.0
4668,using ebola platform parents refuse give kids deadly diseases weve already wiped,1.0,1.0
4669,much obesity smoking air pollution drinking rate immunization children poverty among others,0.0,1.0
4670,white house science indicates parents vaccinate kids amid measles outbreak stemming california,1.0,1.0
4671,basic bitches annoy much now immunity gone high school,0.0,0.6666666666666666
4672,support family now accepting donations build production company,0.0,1.0
4673,someone got measles target spectrum beware,0.0,1.0
4674,work art next work art beautiful ritamonroe ladies gentlemen,0.0,1.0
4675,disease need vaccine,1.0,0.6666666666666666
4676,parents used say child immunized dont need mine immunize case ha now,1.0,1.0
4677,hb update providing hospital care assistance necessitated traumatic injury immunity,0.0,1.0
4678,biggest heart foster children saddens give vaccines,0.0,0.6666666666666666
4679,lanham,0.0,1.0
4680,klugman conjugate pneumococcal vaccination children drives circulation strains prevents disease adults,1.0,1.0
4681,stop blaming first now diseasesbrought ancestors,0.0,1.0
4682,wish immunized school walgreens,0.0,0.6666666666666666
4683,rt rt extra special fk antivaxxers today yr old nephew measles,1.0,1.0
4684,jon stewart turns zombies explain measles,0.0,1.0
4685,friend home schools doesnt vaccinate sure share story,0.0,0.6666666666666666
4686,rand paul make children property argument vaccines accept abortion cognitive dissonance burns,0.0,0.6666666666666666
4687,didnt know mgk amp mmr building im rrf student mmr im studio twice week,0.0,1.0
4688,libtards vaccinate kids autisum happens measles doesnt,1.0,0.6666666666666666
4689,measles spreads anxiety,0.0,0.6666666666666666
4690,please black parents immunize children jump called band wagon choice chic irresponsibledeadly,1.0,1.0
4691,vaccines dont cause autism package insert,-1.0,1.0
4692,lol got email school measles,0.0,1.0
4693,parents exempt immunizations required school parents notified risk,1.0,0.6666666666666666
4694,acknowledge fears u start w heart amp w head drs may better results getting parents,1.0,1.0
4695,wish teams catch measles disneyland hate teams,0.0,1.0
4696,servings measles please youre cleared descend pilots grill plane great burger,0.0,1.0
4697,illegal parents vaccinate child parents got vaccinated,1.0,1.0
4698,plea please vaccinate kids,1.0,1.0
4699,childhood vaccines news,0.0,1.0
4700,couldnt pay enough vaccinate child way hell,-1.0,1.0
4701,duh takes dead virus flu make flu vaccine,1.0,0.6666666666666666
4702,aids n mmr vaccination may reliable hiv children dr siberry vaccines may work reliably,0.0,0.6666666666666666
4703,according cdc vaccine manufacturer tdap supposed,0.0,0.6666666666666666
4704,yes likelihood dying immunization extremely small compared amount people risk sicknesses,1.0,1.0
4705,story cnn right now parents right vaccinate kids,0.0,0.6666666666666666
4706,georgia health officials exposed infant measles georgia public health officials identified,0.0,1.0
4707,amazeballs recruits actual doctors tell kids fucking vaccinated via,1.0,0.6666666666666666
4708,cant expect inoculation keep flu awaynot talking measlesno talking avoidableeat garlic,0.0,1.0
4709,health benefits kombucha aids digestion increases immunity helps cleansing amp,0.0,1.0
4710,first measles now small fire bad disneyland,0.0,1.0
4711,pulling disneyland put sign pay parking sign read new measles outbreak,0.0,1.0
4712,id see x vaccination compliance poster display schoolschildcare,1.0,0.6666666666666666
4713,small pox disease eradicated worldwide doubt vaccine reason,-1.0,0.6666666666666666
4714,doctor versus doctor whether treat children whos parents elect tonight,0.0,0.6666666666666666
4715,watch yearold cancer survivor tells antivaxxers gives damn measles,1.0,0.6666666666666666
4716,arizona classrooms vulnerable measles outbreak arizona department health services looked herd,0.0,0.6666666666666666
4717,reason children vaccinated become clear,1.0,1.0
4718,ebola cause thousands deaths ushering measles via,0.0,1.0
4719,yes childhood vaccines safe,1.0,1.0
4720,measles simi high vaccinations kids,0.0,0.6666666666666666
4721,measles shot shouldnt matter oh unless wonder vaccine isnt working,-1.0,0.3333333333333333
4722,great event cap todayscreening high school student doc abt importance,1.0,1.0
4723,mercury chemical element amp properties change based bound thimerosal vaccines poison,1.0,1.0
4724,naw dont want measles rt,0.0,1.0
4725,got booboo sticker inner child brave california,1.0,0.6666666666666666
4726,dear prudence wont vaccinate kids,1.0,1.0
4727,still oppose vaccine outbreak epidemic isnt near already,1.0,0.6666666666666666
4728,yesssss nikaa im good diseases im vaccined babe im glad yu care babee,1.0,0.6666666666666666
4729,immunization reqirements watkins memorial health center,0.0,1.0
4730,midst measles outbreak obama tells parents kids vaccinated fuck another middle class payment,-1.0,0.6666666666666666
4731,shot tdap flu vaccines woo hoo meadowbrook center health,1.0,1.0
4732,third mmr dose welltolerated mumps outbreak medscape,0.0,1.0
4733,average people complain live longer relasing tension increases immunity boosts health,0.0,1.0
4734,measles real life quote ill fine,0.0,1.0
4735,autism child already autistic vaccines exacerbate behaviors people associate autism,-1.0,0.6666666666666666
4736,senate oks controversial school vaccine bill,0.0,1.0
4737,lets use ebola push people diseases eradicate,1.0,0.6666666666666666
4738,think mean doctor tricked girl sex making believe vaccine fatal disease penis,0.0,1.0
4739,vaccinated kids common diseases rumbek works us,1.0,1.0
4740,many measles cases illegals,0.0,0.6666666666666666
4741,news media fooled parents random outbreak illegal children bringing usa,0.0,1.0
4742,kid need vaccinations calif now,0.0,0.6666666666666666
4743,dont understand people dont vaccinate children want expose deadly totally preventable diseases,1.0,1.0
4744,dont think didnt vaccine kid,0.0,0.6666666666666666
4745,see vaccine exemptions texas school district heavily democratic rapidly growing travis county,0.0,1.0
4746,marthas vineyard measles scare error officials say child diagnosed measles marthas vineyard last,0.0,1.0
4747,weird thought ben carson conservative said kids vaccinated sigh,1.0,0.6666666666666666
4748,ill take vaccinations amp wont give kids,1.0,1.0
4749,youfederal health officials face tough questions flu vaccine ineffective,-1.0,1.0
4750,maps show consequences vaccinating kids,1.0,0.6666666666666666
4751,average people complain live longer releasing tension increases immunity boosts health im immortal,0.0,1.0
4752,natural squats shots fatter swamp fox w tha measles followback,0.0,1.0
4753,long term resurrection killer diseases length protection vaccine unknownmedical providers need b attentive,1.0,0.6666666666666666
4754,mayor bethany ok compares flu vaccine mercury emissions smh,1.0,0.6666666666666666
4755,rt white house science says parents vaccinate kids,1.0,1.0
4756,remember kid everyone town going local high school getting vaccination,1.0,0.6666666666666666
4757,new choices seasonal flu vaccines webmd health newsby brenda goodman mareviewed michael w smith,0.0,0.6666666666666666
4758,suicide u s cdc wants patients blood vaccine attempt,-1.0,0.6666666666666666
4759,cdc blindly trust right,-1.0,1.0
4760,vaccines even debatable kids gotten years everyone faired fine,1.0,0.6666666666666666
4761,cdc owns patent vaccine afraid govt,-1.0,0.6666666666666666
4762,damn new measles outbreaks,1.0,0.6666666666666666
4763,marin health dept measles cases children exposed outside marin part disneyland outbreak,0.0,1.0
4764,super seafood combo render body enough unsuitable host infectious diseases count vaccine,0.0,0.6666666666666666
4765,noo mmr im trying kms practice,0.0,1.0
4766,many reactions occur years taking vaccine kids bad reactions rare,1.0,1.0
4767,confirmed cases measles north texas year including active cases now tarrant co,0.0,1.0
4768,supposed feel bad denying play date kid know isnt getting vaccines yr old cares,1.0,0.6666666666666666
4769,feel fucking conspiracy theorist wrote article vaccines cause autism ridiculous,1.0,1.0
4770,,0.0,1.0
4771,ebola warmup measles outbreak real forbes,0.0,1.0
4772,ohio measles outbreak adds year high absolutely ridiculous,1.0,0.6666666666666666
4773,last free immunization clinic community health fair school starts,1.0,0.6666666666666666
4774,experimental malaria vaccine slashes infection risk halfnorth country public radio,1.0,0.6666666666666666
4775,civil right preposterously unsupported beliefs please dont put others risk vaccinate children,1.0,1.0
4776,measles warning issued seattle restaurant oregon sites king county health officials warning possible,0.0,1.0
4777,hb update providing hospital care assistance necessitated traumatic injury immunity,0.0,1.0
4778,u fly disney land big measles outbreak,0.0,0.6666666666666666
4779,yup whooping cough grand time reasons one vaccinate kids,1.0,0.6666666666666666
4780,vaccinate kids,1.0,1.0
4781,king county offering free flu vaccines seattle public health seattle king county offering free flu,1.0,0.6666666666666666
4782,free endanger w measles whooping cough meningitis several types cancer etc freedom neglect ur child,1.0,0.6666666666666666
4783,will map measles herd immunity will useful first kind,0.0,0.6666666666666666
4784,hv govt watchdog story u admits mmr causes inc autism boys x black boys,-1.0,1.0
4785,eye doctor appt am amp blood drawn mmr titer,0.0,1.0
4786,am fortress solid dude,0.0,1.0
4787,vaccinated kids small pox doesnt ample vaccine right,0.0,0.6666666666666666
4788,autism every kids getting son caught autism warned say immunizations caused ithelp,-1.0,0.6666666666666666
4789,rd child india unimmunized will take vaccinated,1.0,0.6666666666666666
4790,today store mossberg reps store doin product demos mmr ar platform,0.0,1.0
4791,dont deserve mmr im carrying sooooo much,0.0,0.6666666666666666
4792,time seasonal flu shots see local health dept nurse expert vaccine administration cheapest price town,1.0,1.0
4793,antivaxed received passive immunity vac community exposed active case inc risk non vax increase,1.0,0.6666666666666666
4794,literally dont understand parents refuse give children vaccines,1.0,0.6666666666666666
4795,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
4796,worlds unimmunized children live countries via,1.0,0.6666666666666666
4797,quest k mmr begins,0.0,1.0
4800,trying measles,0.0,0.6666666666666666
4801,bart riders exposed measles infected passenger rides train health officials warning bart riders,0.0,1.0
4802,outbreak spreads us unvaccinated woman visits disneyland,0.0,0.6666666666666666
4803,us media blackout italian courts rule cause,-1.0,1.0
4804,stop blaming first now diseasesbrought ancestors,0.0,0.6666666666666666
4805,worried measles disney blame low vaccination rates boston childrens hospital researcher,0.0,0.6666666666666666
4806,combined death causes declined percent b implementation mass vaccine programs,1.0,0.6666666666666666
4807,fuck school better cancelled fucking third world country vaccines morons dont cause autism,1.0,1.0
4808,breaking measles confirmed children palatine others awaiting test results fam,1.0,0.6666666666666666
4809,health officials lab test results negative measles potential case delaware philadelphia counties,0.0,1.0
4810,estimates save mill kids annually rt reasons love vaccines via,1.0,0.6666666666666666
4811,whats measles aggravated pull hair,0.0,1.0
4812,vaccinate children,0.0,1.0
4813,today national plague prevention day celebrate vaccinating idiot hippy cousins kid,1.0,1.0
4814,parent unvaccinated child exposed atrisk kids measles via,1.0,1.0
4815,average people complain live longer releasing tension increases immunity boosts health woohoo,0.0,1.0
4816,aids n hivpositive youth may lack immunity mmr diseases,0.0,1.0
4817,good morning mmr church mary mother redeemer,0.0,1.0
4818,evan dont know always vaccinate kids look loads kids arent,1.0,1.0
4819,mmr,0.0,1.0
4820,measles coming back parents dont kids cuz fear false study w,1.0,1.0
4821,african nations celebrate percent drop child mortality rates due immunization,1.0,1.0
4822,tired long time will make sick end cuz immunity diseases will weaken,0.0,1.0
4823,ok new career choice aids vaccine tester cant risky farmer,0.0,0.6666666666666666
4824,kids sold belize moment travel amp immunization clinic portland,0.0,0.6666666666666666
4825,vaccinations peru dean health care,1.0,0.6666666666666666
4826,measles eliminated americas gt,0.0,0.6666666666666666
4827,outbreaks fuel renewed push vaccinations measles outbreak vaccinationwary north texas megachurch,1.0,0.6666666666666666
4828,ebolas around long honestly im surprised didnt spread earlier fear usa secret vaccines,1.0,0.6666666666666666
4829,gave first vaccine newborn today nursing,1.0,1.0
4830,measles new thinglol,0.0,0.6666666666666666
4831,wait wait thought causing autism now sure,1.0,0.6666666666666666
4832,stuffing brain chapters worth immunity responses infection,0.0,1.0
